"lat","lon","notes","Date","Name","Municipality"
10.6329341792,124.7769433167,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6328482646,124.7768823802,"HECR#742 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6329026632,124.7768736631,"HECR#781 w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6328391284,124.7768734954,"HECR w/2 APPE","1/8/15","Sitio Baybayon","BayBay"
10.6328325905,124.7767823003,"ENQD w/2 APFR","1/8/15","Sitio Baybayon","BayBay"
10.632811971,124.7767880838,"HECR#743 w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.632801326,124.776794035,"HECR#782 w/3 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6331531145,124.7770411335,"HECR#744 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6331215985,124.7770828754,"HECR#463 w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6331878155,124.7770309076,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.633073654,124.7770424746,"HECR#745 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6330688763,124.7770767566,"HECR w/1 APPE","1/8/15","Sitio Baybayon","BayBay"
10.6330858078,124.7770605795,"HECR#783 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6331169046,124.77707793,"HECR#464 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6330003124,124.7769809514,"HECR#746 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6329794414,124.7771329153,"HECR#784 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6331438106,124.7771354299,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6331469119,124.7771035787,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6331568025,124.7770704702,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6331656035,124.777077511,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.63318111,124.7770879045,"HECR#785 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6332261208,124.7770578973,"HECR w/1 APPE","1/8/15","Sitio Baybayon","BayBay"
10.6332044117,124.7771263774,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6331910845,124.7771051712,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.633186223,124.7770894133,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6331837084,124.7770531196,"HECR#747 w/3 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6332836207,124.7770799417,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6333077606,124.7770501021,"HEMG","1/8/15","Sitio Baybayon","BayBay"
10.6333218422,124.7770454083,"HEMG w/1 APOC","1/8/15","Sitio Baybayon","BayBay"
10.6333098561,124.7770470846,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6333335768,124.7770449892,"HEMG w/3 APOC","1/8/15","Sitio Baybayon","BayBay"
10.6333603151,124.777050605,"HECR#748 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6333293021,124.7770819534,"HECR#786 w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6333572976,124.7770517785,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6333614886,124.7770620044,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6333876401,124.7770372778,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.633362243,124.7770440672,"HECR#749 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6334373448,124.7770687938,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6334013026,124.7770241182,"HEAR#750 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6334318127,124.7770749964,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6334494147,124.7770817857,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6334245205,124.7770477552,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6334684417,124.7770659439,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6334802601,124.7771013994,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.633473387,124.777043229,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6335028913,124.777069632,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6335022207,124.7770852223,"HECR#787 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6335279532,124.7770594899,"HECR w/1 APPE","1/8/15","Sitio Baybayon","BayBay"
10.6335505843,124.7770921793,"HECR#751 w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6335047353,124.7771573067,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.633531725,124.7770871501,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6336113531,124.7770326678,"HECR#788 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6336488202,124.7770216875,"HECR#752 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6336502451,124.7770339251,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6336651649,124.776964942,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6336900592,124.7769555543,"HECR#790 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.63368042,124.7769478429,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6337131094,124.7769548837,"HECR w/1 APPE","1/8/15","Sitio Baybayon","BayBay"
10.6337245926,124.7769618407,"HECR","1/8/15","Sitio Baybayon","BayBay"
10.6336684339,124.7768907622,"HECR#791 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6336747203,124.7768936958,"HECR#792 w/3 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6337027159,124.7768472601,"HECR#753 w/1 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6336717866,124.7769004013,"HECR#754 w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.633678576,124.7769281454,"???? w/2 APCL","1/8/15","Sitio Baybayon","BayBay"
10.6338063162,124.7769925185,"STGI w/4 APOC","1/8/15","Sitio Baybayon","BayBay"
10.6519192737,124.783856459,"ENQD#756 w/2 APCL","1/9/15","Tamakin Dacot","BayBay"
10.6519931182,124.7837997135,"HECR#395 w/1 APCL","1/9/15","Tomakin Dacot","BayBay"
10.652034441,124.7837186605,"ENQD w/1 APFR","1/9/15","Tomakin Dacot","BayBay"
10.6522519514,124.783664681,"HECR#757 w/2 APCL","1/9/15","Tamakin Dacot","BayBay"
10.6528700329,124.7834889963,"HECR#452 w/2 APCL","1/9/15","Tomakin Dacot","BayBay"
10.652879,124.783433,"HECR#74 w/2 APPE","1/9/15","Tamakin Dacot","BayBay"
10.6520853192,124.7833408881,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6520339381,124.7833050974,"ENQD w/2 APFR","1/9/15","Tomakin Dacot","BayBay"
10.652873,124.783438,"HECR w/1 APPE","1/9/15","Tamakin Dacot","BayBay"
10.6519152503,124.7829455137,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6528247707,124.7834369447,"HECR#73/451 w/1 APCL","1/9/15","Tomakin Dacot","BayBay"
10.652845,124.783406,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6519229617,124.7828439251,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.652847,124.783421,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6521113869,124.7827129997,"MADO w/1 APPE","1/9/15","Tomakin Dacot","BayBay"
10.652741,124.783454,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.652279444,124.7827489581,"HEMG#758 w/3 APCL","1/9/15","Tamakin Dacot","BayBay"
10.6523022428,124.7827352118,"HEMG w/3 APPO","1/9/15","Tomakin Dacot","BayBay"
10.652774,124.78336,"HECR","1/9/15","Tamakin Dacot","BayBay"
10.652509,124.783237,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6525608245,124.7832582425,"HECR w/2 APPE","1/9/15","Tamakin Dacot","BayBay"
10.652842,124.783571,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6529100984,124.7835330851,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6529170554,124.7836414631,"HECR#453 w/3 APCL","1/9/15","Tamakin Dacot","BayBay"
10.6529715378,124.783861069,"ENQD#759 w/1 APCL","1/9/15","Tamakin Dacot","BayBay"
10.653001,124.784019,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6522391271,124.7843525838,"ENQD#755 w/1 APCL","1/9/15","Tamakin Dacot","BayBay"
10.652949,124.78417,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6530201528,124.78410515,"ENQD w/2 APFR","1/9/15","Tomakin Dacot","BayBay"
10.653032,124.784082,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6520615984,124.7842216585,"STHD#793 w/2 APCL","1/9/15","Tomakin Dacot","BayBay"
10.653168,124.783911,"STME w/3 APSA","1/9/15","Tamakin Dacot","BayBay"
10.651889937,124.7839306388,"ENQD w/2 APFR","1/9/15","Tamakin Dacot","BayBay"
10.6335696951,124.7767118923,"HECR#407 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6335737184,124.7767574061,"ENQD#406 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6335336529,124.7767853178,"HECR#794 w/3 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6335417833,124.7767492756,"HECR#405 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6335769873,124.7768032551,"HECR#403 w/4 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6335311383,124.7767879162,"ENQD w/3 APFR","1/9/15","Sitio Baybayon","BayBay"
10.6335931644,124.7768066917,"HECR#402 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6335166376,124.7768284846,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334822718,124.7768752556,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6335132848,124.776852373,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334796734,124.7768910136,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334983651,124.776899647,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6334774941,124.7769140638,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6334784999,124.7768324241,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334727164,124.7769115493,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334893126,124.776900569,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334893126,124.776900569,"???? w/3 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334757339,124.7768387105,"HECR#826 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334775779,124.7768330947,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334676035,124.7769341804,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6334611494,124.7769197635,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334582157,124.7769174166,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334487442,124.7769237868,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6334507558,124.7769371979,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334424578,124.7769432329,"MADO#795 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334443856,124.7769495193,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334300525,124.7769597452,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334556174,124.7769926861,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334836967,124.7768553905,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334963534,124.7769305762,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334732193,124.7768508643,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334743928,124.7768408898,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334743928,124.7768584918,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6334268674,124.7768810391,"HECR#829 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334635802,124.7767522093,"HECR#796 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334620714,124.7767232917,"HECR#797 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334370933,124.7768501937,"HECR#830 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334493309,124.776747264,"ENQD w/3 APFR","1/9/15","Sitio Baybayon","BayBay"
10.6333665177,124.7768066917,"HECR#798 w/4 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334049907,124.7768285684,"HECR#831 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6334115285,124.7768503614,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6333962735,124.776834771,"ENQD w/3 APFR","1/9/15","Sitio Baybayon","BayBay"
10.6333484966,124.7768346872,"HECR#799 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6333479099,124.7768390458,"MADO","1/9/15","Sitio Baybayon","BayBay"
10.6334228441,124.7767715715,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6335486565,124.7767608427,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6336603872,124.7767447494,"MADO","1/9/15","Sitio Baybayon","BayBay"
10.6336886343,124.7768018302,"STHD w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6337110139,124.7768727411,"ENQD w/2 APFR","1/9/15","Sitio Baybayon","BayBay"
10.6337477267,124.7769099567,"HECR#800 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6336978544,124.7769195121,"HECR#832 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.633757282,124.7768918518,"HECR#812 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.633748062,124.7768895049,"MADO","1/9/15","Sitio Baybayon","BayBay"
10.6337619759,124.7769455798,"HECR#813 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6337585393,124.7769359406,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6337483134,124.7769616731,"STGI w/4 APOC","1/9/15","Sitio Baybayon","BayBay"
10.6337916479,124.7768649459,"MADO w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6337856129,124.7768980544,"HECR#814 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6337737944,124.7769726533,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6338348985,124.7768884152,"MADO#815 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6338246725,124.7769019101,"MADO","1/9/15","Sitio Baybayon","BayBay"
10.6338262651,124.7769086156,"MADO#816 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6338469684,124.7769590747,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6338668335,124.7769287322,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6338363234,124.7768859845,"HECR#817 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6338405143,124.7768493555,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6338216551,124.776869053,"HECR","1/9/15","Sitio Baybayon","BayBay"
10.6338071544,124.7768923547,"HECR#408 w/2 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6339172926,124.7768465057,"HECR#818 w/1 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6339250877,124.7768537141,"HECR#819 w/2 APCL","1/9/15","Sitio Baybayon","BayBay"
10.6339390017,124.7769282293,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6339497305,124.7768675443,"HECR w/1 APPE","1/9/15","Sitio Baybayon","BayBay"
10.6344446819,124.7765969764,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.634450214,124.7766166739,"HECR#770 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6341970805,124.7767589986,"HECR#539 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342341285,124.7767589986,"HECR#540 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344723422,124.7766177636,"HECR#771 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344658043,124.7766028438,"HECR#772 w/3 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342319492,124.7767380439,"HECR#856 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344653014,124.7765621077,"HECR w/2 APPE","1/10/15","Sitio Baybayon","BayBay"
10.634571081,124.776474433,"HECR#773 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342981663,124.7767374571,"HECR#542 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.634567393,124.7764807194,"ENQD w/1 APFR","1/10/15","Sitio Baybayon","BayBay"
10.634627156,124.7763881832,"HECR#560 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342923827,124.7767300811,"HECR#857 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6346173491,124.7763736825,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6344015151,124.7767314222,"HECR#858 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6347535551,124.7763117403,"HECR#774 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6343975756,124.7767325118,"ENQD","1/10/15","Sitio Baybayon","BayBay"
10.6347723305,124.7762955632,"ENQD w/2 APFR","1/10/15","Sitio Baybayon","BayBay"
10.6344039459,124.7767039295,"HECR w/2 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6347591709,124.7762979101,"HECR#775 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6347758509,124.7763052024,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6344258226,124.776704181,"HECR w/2 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6347940397,124.7762810625,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6347701512,124.7762688249,"HEMA","1/10/15","Sitio Baybayon","BayBay"
10.6344266608,124.7767159157,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6344417483,124.7767052706,"HECR#859 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348305009,124.776434619,"HECR#820 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348201074,124.7764438391,"HECR w/1 APPE","1/10/15","Sitio Baybayon","BayBay"
10.634765625,124.7764526401,"???? w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6347074546,124.7764729243,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6344461907,124.7766973078,"HECR#543 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6347122323,124.7764790431,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6345949695,124.7765108105,"HECR#821 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.634451136,124.776685657,"ENQD w/2 APFR","1/10/15","Sitio Baybayon","BayBay"
10.6344914529,124.7766704857,"HECR#860 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344878487,124.776732428,"HECR#545 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6345239747,124.7767293267,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6345032714,124.7766784485,"HECR#544 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6345315184,124.7767367866,"HECR w/1 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6345648784,124.7766864952,"HECR#822 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6345041934,124.7766977269,"HECR w/1 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6345510483,124.7766707372,"HECR#546 w/3 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6345585082,124.7767226212,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6345761102,124.7767237108,"HECR w/1 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6345286686,124.7766740061,"HECR#823 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6345832348,124.77672874,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6345851626,124.7767080367,"HECR#861 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6346120685,124.776707869,"HECR#833 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6345767807,124.7767031752,"HECR#862 w/1 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6346256472,124.7766999062,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6346460991,124.7767035104,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6342312787,124.776731506,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6342492159,124.7767351102,"HECR#541 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6341071427,124.7767582443,"ENQD w/3 APOC","1/10/15","Sitio Baybayon","BayBay"
10.6342337932,124.7767461743,"HECR#538 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342488807,124.7767134849,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.634115776,124.7767872456,"HECR#851 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342583522,124.7767021693,"HECR#767 w/3 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6341503933,124.7767743375,"STME w/1 APOC","1/10/15","Sitio Baybayon","BayBay"
10.6341589428,124.7767589148,"HECR#852 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6342828274,124.7766639479,"ENQD w/2 APFR","1/10/15","Sitio Baybayon","BayBay"
10.6341886148,124.7767476831,"HECR#853 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6343814824,124.7766000777,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6341759581,124.7767638601,"HECR#854 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344363,124.7765694838,"HECR#548 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344383955,124.7765610181,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6344351266,124.7765656281,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6341584399,124.7767788637,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6341584399,124.7767978068,"HECR#855 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6344278343,124.7765928693,"HECR#547 w/1 APPE","1/10/15","Sitio Baybayon","BayBay"
10.6345480308,124.7767320089,"STME","1/10/15","Sitio Baybayon","BayBay"
10.6347904354,124.7766534705,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6347821373,124.7765908577,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6347630266,124.7765801288,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348166708,124.7765787039,"HECR#863 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348116416,124.7765533905,"HECR#834 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348256394,124.7765341122,"ENQD","1/10/15","Sitio Baybayon","BayBay"
10.6348349433,124.7765302565,"STGI w/3 APOC","1/10/15","Sitio Baybayon","BayBay"
10.6348220352,124.7765833978,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348313391,124.7765066195,"ENQD w/2 APFR","1/10/15","Sitio Baybayon","BayBay"
10.6348533835,124.776517516,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348168384,124.7765095532,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6347997393,124.7765219584,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6347921956,124.7765006684,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348039303,124.7765653767,"???? w/3 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348125637,124.7764916159,"HECR#864 w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348071992,124.7765326872,"???? w/1 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348388828,124.7765033506,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348517071,124.7764925379,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348664593,124.7764689848,"HECR#835 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348335184,124.7764727566,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348776072,124.7764556576,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348760985,124.7764477786,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348264776,124.7764733434,"HECR#865 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348778587,124.7764550708,"HECR#836 w/2 APCL","1/10/15","Sitio Baybayon","BayBay"
10.6348222867,124.7764756065,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348814629,124.7764584236,"HECR","1/10/15","Sitio Baybayon","BayBay"
10.6348315906,124.776455909,"HECR","1/10/15","Sitio Baybayon","BayBay"
