Offspring ID,Loci typed,First candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Second candidate ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
L2564,809,L0994,809,809,9,-4.98177239760224E+0001,-4.98177239760224E+0001,*,L1607,809,809,25,-1.28904519631580E+0002,-1.28904519631580E+0002,*,809,35,-1.85485407724205E+0002,-1.85485407724205E+0002,-,
L2564,809,L0984,807,807,30,-1.59920703186313E+0002, 0.00000000000000E+0000,,L0994,809,809,9,-4.98177239760224E+0001,-4.98177239760224E+0001,*,809,41,-2.19619588631476E+0002, 0.00000000000000E+0000,,
L2364,0
L2565,808,L0994,809,808,10,-5.88818087947117E+0001,-5.88818087947117E+0001,*,L2500,710,709,32,-1.75694217230754E+0002,-1.75694217230754E+0002,-,808,44,-2.45270413655405E+0002,-2.45270413655405E+0002,-,
L2565,808,L0886,809,808,34,-1.95418197822017E+0002, 0.00000000000000E+0000,,L0994,809,808,10,-5.88818087947117E+0001,-5.88818087947117E+0001,*,808,44,-2.54304374908336E+0002, 0.00000000000000E+0000,,
L2420,0
L2207,808,L0913,809,808,26,-1.37548781292215E+0002, 0.00000000000000E+0000,,L0994,809,808,12,-6.83768855547737E+0001,-6.83768855547737E+0001,*,808,36,-1.96956390656516E+0002,-1.96956390656516E+0002,-,
L2207,808,L0886,809,808,25,-1.32565611025656E+0002,-1.32565611025656E+0002,*,L0994,809,808,12,-6.83768855547737E+0001,-6.83768855547737E+0001,*,808,41,-2.26101352382207E+0002, 0.00000000000000E+0000,,
L2208,682,L0886,809,682,26,-1.45433022446508E+0002, 0.00000000000000E+0000,,L0994,809,682,10,-6.07514829653891E+0001,-6.07514829653891E+0001,*,682,35,-2.03402084339344E+0002,-2.03402084339344E+0002,-,
L2208,682,L0913,809,682,25,-1.40130894865092E+0002,-1.40130894865092E+0002,*,L0994,809,682,10,-6.07514829653891E+0001,-6.07514829653891E+0001,*,682,37,-2.15016216977021E+0002, 0.00000000000000E+0000,,
L2266,714,L0816,809,714,24,-1.24911286507712E+0002,-1.24911286507712E+0002,*,L0994,809,714,11,-6.93306780101155E+0001,-6.93306780101155E+0001,*,714,36,-1.99912571507456E+0002,-1.99912571507456E+0002,-,
L2266,714,L0994,809,714,11,-6.93306780101155E+0001,-6.93306780101155E+0001,*,L1607,809,714,25,-1.36742229594240E+0002, 0.00000000000000E+0000,,714,38,-2.17508787267054E+0002, 0.00000000000000E+0000,,
L2210,736,L0994,809,736,16,-9.79806122984197E+0001,-9.79806122984197E+0001,*,L1215,753,687,2, 2.02776771780850E+0002, 2.02776771780850E+0002,*,736,20, 8.50959065239836E+0001, 8.50959065239836E+0001,*,
L2210,736,L0886,809,736,22,-1.27736849679415E+0002, 0.00000000000000E+0000,,L1215,753,687,2, 2.02776771780850E+0002, 2.02776771780850E+0002,*,736,24, 6.86402233822040E+0001, 0.00000000000000E+0000,,
L2211,794,L0913,809,794,30,-1.73569363587042E+0002, 0.00000000000000E+0000,,L0994,809,794,15,-8.96991680944256E+0001,-8.96991680944256E+0001,*,794,45,-2.64086170879696E+0002,-2.64086170879696E+0002,-,
L2211,794,L0994,809,794,15,-8.96991680944256E+0001,-8.96991680944256E+0001,*,L1671,789,775,32,-1.71371891601741E+0002,-1.71371891601741E+0002,-,794,48,-2.66370686223383E+0002, 0.00000000000000E+0000,,
L2212,767,L0913,809,767,27,-1.52931543358366E+0002,-1.52931543358366E+0002,-,L0994,809,767,11,-6.66148836378838E+0001,-6.66148836378838E+0001,*,767,39,-2.25713635810001E+0002,-2.25713635810001E+0002,-,
L2212,767,L0994,809,767,11,-6.66148836378838E+0001,-6.66148836378838E+0001,*,L1607,809,767,31,-1.71015605767580E+0002, 0.00000000000000E+0000,,767,42,-2.39769037726236E+0002, 0.00000000000000E+0000,,
L2269,0
L2214,794,L0994,809,794,19,-1.16882875216660E+0002,-1.16882875216660E+0002,*,L1607,809,794,21,-1.03697122843658E+0002,-1.03697122843658E+0002,*,794,42,-2.31817751251410E+0002,-2.31817751251410E+0002,-,
L2214,794,L0913,809,794,26,-1.32436849169563E+0002, 0.00000000000000E+0000,,L1607,809,794,21,-1.03697122843658E+0002,-1.03697122843658E+0002,*,794,51,-2.59061838861045E+0002, 0.00000000000000E+0000,,
L2270,750,L0886,809,750,30,-1.77547834187139E+0002, 0.00000000000000E+0000,,L0994,809,750,14,-8.61847862003494E+0001,-8.61847862003494E+0001,*,750,41,-2.49444808390054E+0002,-2.49444808390054E+0002,-,
L2270,750,L0994,809,750,14,-8.61847862003494E+0001,-8.61847862003494E+0001,*,L1607,809,750,28,-1.62033340632617E+0002,-1.62033340632617E+0002,-,750,43,-2.52638239434882E+0002, 0.00000000000000E+0000,,
L2368,0
L1772,776,L0984,807,774,31,-1.64475966147960E+0002,-1.64475966147960E+0002,-,L0994,809,776,9,-5.72261220535287E+0001,-5.72261220535287E+0001,*,776,40,-2.18437115510522E+0002,-2.18437115510522E+0002,-,
L1772,776,L0994,809,776,9,-5.72261220535287E+0001,-5.72261220535287E+0001,*,L1607,809,776,36,-2.08476075620403E+0002, 0.00000000000000E+0000,,776,42,-2.48182563879227E+0002, 0.00000000000000E+0000,,
L2271,702,L0994,809,702,9,-4.45947579670980E+0001,-4.45947579670980E+0001,*,L1607,809,702,29,-1.59204107656720E+0002,-1.59204107656720E+0002,-,702,40,-2.18728626797065E+0002,-2.18728626797065E+0002,-,
L2271,702,L0886,809,702,33,-1.80910320017104E+0002, 0.00000000000000E+0000,,L0994,809,702,9,-4.45947579670980E+0001,-4.45947579670980E+0001,*,702,43,-2.30552599424539E+0002, 0.00000000000000E+0000,,
L2216,789,L0994,809,789,10,-6.45800319037126E+0001,-6.45800319037126E+0001,*,L1607,809,789,24,-1.35199352136632E+0002,-1.35199352136632E+0002,*,789,31,-1.82702084149453E+0002,-1.82702084149453E+0002,-,
L2216,789,L0886,809,789,29,-1.62769229539335E+0002, 0.00000000000000E+0000,,L0994,809,789,10,-6.45800319037126E+0001,-6.45800319037126E+0001,*,789,39,-2.27399549740860E+0002, 0.00000000000000E+0000,,
L1773,797,L0663,809,797,32,-6.05106974823024E+0001,-6.05106974823024E+0001,*,L0994,809,797,11,-5.48975298892283E+0001,-5.48975298892283E+0001,*,797,45,-1.26324125190268E+0002,-1.26324125190268E+0002,+,
L1773,797,L0913,809,797,19,-9.96562656477528E+0001, 0.00000000000000E+0000,,L0994,809,797,11,-5.48975298892283E+0001,-5.48975298892283E+0001,*,797,32,-1.64542371352284E+0002, 0.00000000000000E+0000,,
L2218,780,L0816,809,780,26,-1.32204275423088E+0002,-1.32204275423088E+0002,*,L0994,809,780,12,-6.95785269092359E+0001,-6.95785269092359E+0001,*,780,40,-2.15390222870163E+0002,-2.15390222870163E+0002,-,
L2218,780,L0994,809,780,12,-6.95785269092359E+0001,-6.95785269092359E+0001,*,L2500,710,683,30,-1.62358229077751E+0002, 0.00000000000000E+0000,,780,41,-2.26862515952191E+0002, 0.00000000000000E+0000,,
L1775,809,L0731,768,768,31,-1.49497491074448E+0002,-1.49497491074448E+0002,-,L0994,809,809,12,-7.23415067366078E+0001,-7.23415067366078E+0001,*,809,46,-2.40020696767797E+0002,-2.40020696767797E+0002,-,
L1775,809,L0913,809,809,29,-1.65570694312905E+0002, 0.00000000000000E+0000,,L0994,809,809,12,-7.23415067366078E+0001,-7.23415067366078E+0001,*,809,43,-2.49593512316817E+0002, 0.00000000000000E+0000,,
L2220,782,L0886,809,782,23,-1.18544086899769E+0002,-1.18544086899769E+0002,*,L0994,809,782,12,-6.62480525015998E+0001,-6.62480525015998E+0001,*,782,37,-1.95482291591859E+0002,-1.95482291591859E+0002,-,
L2220,782,L0994,809,782,12,-6.62480525015998E+0001,-6.62480525015998E+0001,*,L2500,710,684,29,-1.52346261618155E+0002, 0.00000000000000E+0000,,782,43,-2.26752339983598E+0002, 0.00000000000000E+0000,,
L2221,731,L0886,809,731,27,-1.59070368279063E+0002,-1.59070368279063E+0002,-,L0994,809,731,5,-2.67793369269144E+0001,-2.67793369269144E+0001,*,731,32,-1.84316315504257E+0002,-1.84316315504257E+0002,-,
L2221,731,L0913,809,731,30,-1.65936938435238E+0002, 0.00000000000000E+0000,,L0994,809,731,5,-2.67793369269144E+0001,-2.67793369269144E+0001,*,731,36,-2.00933275220046E+0002, 0.00000000000000E+0000,,
L2346,802,L0886,809,802,21,-1.15976489198241E+0002,-1.15976489198241E+0002,*,L0994,809,802,8,-4.28211102994700E+0001,-4.28211102994700E+0001,*,802,33,-1.78312357316753E+0002,-1.78312357316753E+0002,-,
L2346,802,L0913,809,802,33,-1.82467884475173E+0002, 0.00000000000000E+0000,,L0994,809,802,8,-4.28211102994700E+0001,-4.28211102994700E+0001,*,802,43,-2.40908353664652E+0002, 0.00000000000000E+0000,,
L2369,800,L0816,809,800,24,-1.19759539043606E+0002,-1.19759539043606E+0002,*,L0994,809,800,12,-7.49336214206550E+0001,-7.49336214206550E+0001,*,800,38,-2.07532643414936E+0002,-2.07532643414936E+0002,-,
L2369,800,L0994,809,800,12,-7.49336214206550E+0001,-7.49336214206550E+0001,*,L1607,809,800,25,-1.38001987405173E+0002, 0.00000000000000E+0000,,800,39,-2.24119833404403E+0002, 0.00000000000000E+0000,,
L2370,786,L0816,809,786,23,-1.10887853806206E+0002,-1.10887853806206E+0002,*,L0994,809,786,11,-6.21549230120135E+0001,-6.21549230120135E+0001,*,786,35,-1.81817184997152E+0002,-1.81817184997152E+0002,-,
L2370,786,L0913,809,786,27,-1.51575006508696E+0002, 0.00000000000000E+0000,,L0994,809,786,11,-6.21549230120135E+0001,-6.21549230120135E+0001,*,786,37,-2.08422761859139E+0002, 0.00000000000000E+0000,,
L2421,0
L2371,806,L0994,809,806,10,-5.38997766225075E+0001,-5.38997766225075E+0001,*,L2512,809,806,32,-1.53082682868475E+0002,-1.53082682868475E+0002,-,806,43,-2.14841073238854E+0002,-2.14841073238854E+0002,-,
L2371,806,L0913,809,806,28,-1.55267891893003E+0002, 0.00000000000000E+0000,,L0994,809,806,10,-5.38997766225075E+0001,-5.38997766225075E+0001,*,806,40,-2.22704504147004E+0002, 0.00000000000000E+0000,,
L2373,0
L2566,809,L0984,807,807,22,-1.01622008250367E+0002,-1.01622008250367E+0002,*,L0994,809,809,10,-5.94053181266227E+0001,-5.94053181266227E+0001,*,809,35,-1.75579674203243E+0002,-1.75579674203243E+0002,-,
L2566,809,L0731,768,768,34,-1.85932620420955E+0002, 0.00000000000000E+0000,,L0994,809,809,10,-5.94053181266227E+0001,-5.94053181266227E+0001,*,809,45,-2.49207302756343E+0002, 0.00000000000000E+0000,,
L2424,802,L0913,809,802,28,-1.60537195943618E+0002,-1.60537195943618E+0002,-,L0994,809,802,14,-7.79013203446624E+0001,-7.79013203446624E+0001,*,802,43,-2.44441048257393E+0002,-2.44441048257393E+0002,-,
L2424,802,L0994,809,802,14,-7.79013203446624E+0001,-7.79013203446624E+0001,*,L1671,789,782,35,-1.83445575402595E+0002, 0.00000000000000E+0000,,802,47,-2.50252490413479E+0002, 0.00000000000000E+0000,,
L2577,809,L0994,809,809,13,-6.70537985455665E+0001, 0.00000000000000E+0000,,L1283,806,806,17, 8.28038690015504E+0001, 8.28038690015504E+0001,*,809,36,-2.07722353849098E+0001,-2.07722353849098E+0001,*,
L2577,809,L0281,809,809,25,-2.57388356747608E+0000,-2.57388356747608E+0000,*,L0994,809,809,13,-6.70537985455665E+0001, 0.00000000000000E+0000,,809,43,-9.94968361632119E+0001, 0.00000000000000E+0000,,
L2377,797,L2356,806,794,4, 1.11972336717772E+0002, 1.11972336717772E+0002,*,L2357,804,792,7, 1.04561528596967E+0002, 1.04561528596967E+0002,*,797,12, 2.77598793065013E+0002, 2.77598793065013E+0002,*,
L2377,797,L0994,809,797,11,-6.79618795308204E+0001, 0.00000000000000E+0000,,L2356,806,794,4, 1.11972336717772E+0002, 1.11972336717772E+0002,*,797,21, 1.19659393776523E+0001, 0.00000000000000E+0000,,
L2274,785,L0913,809,785,28,-1.48450027172676E+0002, 0.00000000000000E+0000,,L0994,809,785,10,-5.75353553212949E+0001,-5.75353553212949E+0001,*,785,38,-2.07528478167901E+0002,-2.07528478167901E+0002,-,
L2274,785,L0886,809,785,27,-1.40466412859831E+0002,-1.40466412859831E+0002,*,L0994,809,785,10,-5.75353553212949E+0001,-5.75353553212949E+0001,*,785,39,-2.08726118250289E+0002, 0.00000000000000E+0000,,
L2568,809,L0994,809,809,14,-7.47072504225370E+0001,-7.47072504225370E+0001,*,L1607,809,809,26,-1.36989428152316E+0002,-1.36989428152316E+0002,*,809,39,-2.07198797733037E+0002,-2.07198797733037E+0002,-,
L2568,809,L0994,809,809,14,-7.47072504225370E+0001,-7.47072504225370E+0001,*,L1671,789,789,35,-1.85481899395660E+0002, 0.00000000000000E+0000,,809,47,-2.52138010727541E+0002, 0.00000000000000E+0000,,
L2479,809,L0994,809,809,21,-1.28514539721918E+0002,-1.28514539721918E+0002,*,L1607,809,809,24,-1.19931324211203E+0002,-1.19931324211203E+0002,*,809,45,-2.51743625837230E+0002,-2.51743625837230E+0002,-,
L2479,809,L0913,809,809,32,-1.78680184247215E+0002, 0.00000000000000E+0000,,L0994,809,809,21,-1.28514539721918E+0002,-1.28514539721918E+0002,*,809,52,-3.05889471166648E+0002, 0.00000000000000E+0000,,
L2480,804,L0886,809,804,18,-8.92104132934059E+0001,-8.92104132934059E+0001,*,L0994,809,804,10,-5.90359542509932E+0001,-5.90359542509932E+0001,*,804,31,-1.66251607043498E+0002,-1.66251607043498E+0002,-,
L2480,804,L0994,809,804,10,-5.90359542509932E+0001,-5.90359542509932E+0001,*,L2512,809,804,31,-1.55634035560790E+0002, 0.00000000000000E+0000,,804,43,-2.31324152801811E+0002, 0.00000000000000E+0000,,
L2276,782,L0994,809,782,10,-6.09345076393358E+0001,-6.09345076393358E+0001,*,L1607,809,782,27,-1.53882206813750E+0002,-1.53882206813750E+0002,-,782,38,-2.19779647178802E+0002,-2.19779647178802E+0002,-,
L2276,782,L0886,809,782,29,-1.69202694450991E+0002, 0.00000000000000E+0000,,L0994,809,782,10,-6.09345076393358E+0001,-6.09345076393358E+0001,*,782,42,-2.47453712509318E+0002, 0.00000000000000E+0000,,
L2226,0
L2481,809,L0816,809,809,28,-1.47584468187941E+0002,-1.47584468187941E+0002,*,L0994,809,809,9,-4.69843786604935E+0001,-4.69843786604935E+0001,*,809,41,-2.18439813261681E+0002,-2.18439813261681E+0002,-,
L2481,809,L0913,809,809,28,-1.56578906360496E+0002, 0.00000000000000E+0000,,L0994,809,809,9,-4.69843786604935E+0001,-4.69843786604935E+0001,*,809,40,-2.20746245102673E+0002, 0.00000000000000E+0000,,
L2427,807,L0886,809,807,22,-1.10495316667533E+0002,-1.10495316667533E+0002,*,L0994,809,807,13,-8.33120595980845E+0001,-8.33120595980845E+0001,*,807,37,-2.05112523010122E+0002,-2.05112523010122E+0002,-,
L2427,807,L0994,809,807,13,-8.33120595980845E+0001,-8.33120595980845E+0001,*,L1607,809,807,28,-1.61700592157813E+0002, 0.00000000000000E+0000,,807,43,-2.54870746342810E+0002, 0.00000000000000E+0000,,
L2483,809,L0994,809,809,18,-1.02235944509038E+0002,-1.02235944509038E+0002,*,L2572,809,809,25,-7.81979358514583E+0001,-7.81979358514583E+0001,*,809,45,-1.93073759255626E+0002,-1.93073759255626E+0002,-,
L2483,809,L0994,809,809,18,-1.02235944509038E+0002,-1.02235944509038E+0002,*,L2500,710,710,30,-1.49692261070914E+0002, 0.00000000000000E+0000,,809,49,-2.57776953772249E+0002, 0.00000000000000E+0000,,
L2428,809,L0994,809,809,10,-5.31571704039199E+0001,-5.31571704039199E+0001,*,L1607,809,809,25,-1.45267457065256E+0002,-1.45267457065256E+0002,*,809,34,-1.92217909218050E+0002,-1.92217909218050E+0002,-,
L2428,809,L0886,809,809,30,-1.64845150578531E+0002, 0.00000000000000E+0000,,L0994,809,809,10,-5.31571704039199E+0001,-5.31571704039199E+0001,*,809,39,-2.14553274442866E+0002, 0.00000000000000E+0000,,
L2578,809,L0913,809,809,28,-1.54543668438747E+0002, 0.00000000000000E+0000,,L0994,809,809,13,-7.22871399637025E+0001,-7.22871399637025E+0001,*,809,41,-2.27229810408784E+0002,-2.27229810408784E+0002,-,
L2578,809,L0886,809,809,26,-1.40947581816686E+0002,-1.40947581816686E+0002,*,L0994,809,809,13,-7.22871399637025E+0001,-7.22871399637025E+0001,*,809,43,-2.39120070848209E+0002, 0.00000000000000E+0000,,
L2579,809,L0994,809,809,4,-1.85181518985490E+0001,-1.85181518985490E+0001,*,L2572,809,809,0, 1.20096826817568E+0002, 1.20096826817568E+0002,*,809,8, 7.40011914949774E+0001, 7.40011914949774E+0001,*,
L2579,809,L2512,809,809,13,-6.21190751057845E+0001, 0.00000000000000E+0000,,L2572,809,809,0, 1.20096826817568E+0002, 1.20096826817568E+0002,*,809,21, 1.62101029522735E+0001, 0.00000000000000E+0000,,
L2580,808,L0886,809,808,27,-1.39313113376390E+0002,-1.39313113376390E+0002,*,L0994,809,808,7,-3.69888882359623E+0001,-3.69888882359623E+0001,*,808,35,-1.83392175155466E+0002,-1.83392175155466E+0002,-,
L2580,808,L0984,807,806,30,-1.53041626533033E+0002, 0.00000000000000E+0000,,L0994,809,808,7,-3.69888882359623E+0001,-3.69888882359623E+0001,*,808,39,-1.98384402535385E+0002, 0.00000000000000E+0000,,
L2582,808,L0984,807,806,35,-1.86893326571514E+0002,-1.86893326571514E+0002,-,L0994,809,808,9,-5.31410087355174E+0001,-5.31410087355174E+0001,*,808,46,-2.47740825242334E+0002,-2.47740825242334E+0002,-,
L2582,808,L0913,809,808,33,-1.92063468130331E+0002, 0.00000000000000E+0000,,L0994,809,808,9,-5.31410087355174E+0001,-5.31410087355174E+0001,*,808,44,-2.56598035418224E+0002, 0.00000000000000E+0000,,
L2583,809,L0886,809,809,31,-1.68247106891122E+0002,-1.68247106891122E+0002,-,L0994,809,809,9,-4.88761904368609E+0001,-4.88761904368609E+0001,*,809,41,-2.21959069763368E+0002,-2.21959069763368E+0002,-,
L2583,809,L0994,809,809,9,-4.88761904368609E+0001,-4.88761904368609E+0001,*,L1671,789,789,38,-2.10640114324244E+0002, 0.00000000000000E+0000,,809,48,-2.66279402662356E+0002, 0.00000000000000E+0000,,
L2571,809,L0994,809,809,12,-6.93959855199129E+0001,-6.93959855199129E+0001,*,L1607,809,809,31,-1.69772202157280E+0002, 0.00000000000000E+0000,,809,43,-2.36119178894215E+0002,-2.36119178894215E+0002,-,
L2571,809,L0913,809,809,30,-1.66569802870354E+0002,-1.66569802870354E+0002,-,L0994,809,809,12,-6.93959855199129E+0001,-6.93959855199129E+0001,*,809,43,-2.43621541898829E+0002, 0.00000000000000E+0000,,
L2383,805,L0994,809,805,14,-8.46915781378670E+0001,-8.46915781378670E+0001,*,L1607,809,805,24,-1.28484551682078E+0002,-1.28484551682078E+0002,*,805,39,-2.19704874220173E+0002,-2.19704874220173E+0002,-,
L2383,805,L0886,809,805,30,-1.73621976901891E+0002, 0.00000000000000E+0000,,L0994,809,805,14,-8.46915781378670E+0001,-8.46915781378670E+0001,*,805,45,-2.61737577308361E+0002, 0.00000000000000E+0000,,
L2574,802,L0994,809,802,12,-7.20940042930379E+0001,-7.20940042930379E+0001,*,L1607,809,802,25,-1.35429586984966E+0002,-1.35429586984966E+0002,*,802,40,-2.25311333279345E+0002,-2.25311333279345E+0002,-,
L2574,802,L0886,809,802,26,-1.50636215922819E+0002, 0.00000000000000E+0000,,L0994,809,802,12,-7.20940042930379E+0001,-7.20940042930379E+0001,*,802,39,-2.27498556984536E+0002, 0.00000000000000E+0000,,
L2429,809,L0816,809,809,29,-1.46019515676206E+0002,-1.46019515676206E+0002,*,L0994,809,809,6,-2.79501132358445E+0001,-2.79501132358445E+0001,*,809,36,-1.82558173078181E+0002,-1.82558173078181E+0002,-,
L2429,809,L0913,809,809,30,-1.64518011976013E+0002, 0.00000000000000E+0000,,L0994,809,809,6,-2.79501132358445E+0001,-2.79501132358445E+0001,*,809,38,-2.04259115711480E+0002, 0.00000000000000E+0000,,
L2281,790,L0913,809,790,16,-7.16986406118254E+0001,-7.16986406118254E+0001,*,L0994,809,790,12,-6.44641164119875E+0001,-6.44641164119875E+0001,*,790,28,-1.36264614049728E+0002,-1.36264614049728E+0002,+,
L2281,790,L0994,809,790,12,-6.44641164119875E+0001,-6.44641164119875E+0001,*,L2500,710,695,31,-1.64804890742892E+0002, 0.00000000000000E+0000,,790,41,-2.16328655355852E+0002, 0.00000000000000E+0000,,
L2384,807,L0994,809,807,14,-8.04700096854453E+0001,-8.04700096854453E+0001,*,L1671,789,787,29,-1.35262261541874E+0002,-1.35262261541874E+0002,*,807,45,-2.29163958002094E+0002,-2.29163958002094E+0002,-,
L2384,807,L0816,809,807,34,-1.86362597833485E+0002, 0.00000000000000E+0000,,L0994,809,807,14,-8.04700096854453E+0001,-8.04700096854453E+0001,*,807,50,-2.78969253572966E+0002, 0.00000000000000E+0000,,
L2430,809,L0426,800,800,1, 1.21987825045841E+0002, 1.21987825045841E+0002,*,L0994,809,809,14,-7.69088005049028E+0001, 0.00000000000000E+0000,,809,20, 1.75003842793910E+0001, 1.75003842793910E+0001,*,
